id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
111,rhyhorn,69,10,1150,"ground, rock","lightning-rod, rock-head, reckless","swords-dance, stomp, sand-attack, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, tail-whip, leer, roar, flamethrower, ice-beam, blizzard, counter, strength, thunderbolt, thunder, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, bide, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, zap-cannon, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, megahorn, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, ancient-power, rock-smash, uproar, facade, superpower, endeavor, secret-power, crush-claw, rock-tomb, mud-shot, rock-blast, shock-wave, natural-gift, metal-burst, payback, rock-polish, poison-jab, aqua-tail, dragon-pulse, dragon-rush, earth-power, giga-impact, thunder-fang, ice-fang, fire-fang, rock-climb, stone-edge, captivate, stealth-rock, guard-split, smack-down, heavy-slam, round, chip-away, incinerate, bulldoze, drill-run, rototiller, confide, high-horsepower, smart-strike, stomping-tantrum, body-press, scorching-sands, tera-blast, supercell-slam",80,85,95,30,30,25
112,rhydon,170,19,1200,"ground, rock","lightning-rod, rock-head, reckless","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, swords-dance, cut, stomp, mega-kick, sand-attack, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, leer, roar, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, thunderbolt, thunder, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, bide, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, zap-cannon, icy-wind, outrage, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, megahorn, iron-tail, hidden-power, rain-dance, sunny-day, crunch, ancient-power, rock-smash, whirlpool, uproar, facade, focus-punch, helping-hand, superpower, brick-break, endeavor, secret-power, rock-tomb, iron-defense, block, mud-shot, rock-blast, shock-wave, hammer-arm, natural-gift, metal-burst, payback, fling, rock-polish, poison-jab, aqua-tail, dragon-pulse, dragon-rush, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, thunder-fang, ice-fang, fire-fang, rock-climb, stone-edge, captivate, stealth-rock, guard-split, smack-down, heavy-slam, round, chip-away, incinerate, bulldoze, dragon-tail, drill-run, heat-crash, confide, power-up-punch, high-horsepower, smart-strike, brutal-swing, stomping-tantrum, body-press, breaking-swipe, meteor-beam, scorching-sands, tera-blast, supercell-slam",105,130,120,45,45,40
113,chansey,395,11,346,normal,"natural-cure, serene-grace, healer","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, growl, sing, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, psychic, rage, teleport, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, egg-bomb, fire-blast, swift, skull-bash, soft-boiled, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, thief, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, hail, facade, focus-punch, helping-hand, recycle, brick-break, endeavor, skill-swap, refresh, snatch, secret-power, hyper-voice, aromatherapy, rock-tomb, covet, calm-mind, shock-wave, water-pulse, gravity, healing-wish, natural-gift, fling, copycat, last-resort, drain-punch, focus-blast, giga-impact, mud-bomb, zen-headbutt, rock-climb, captivate, stealth-rock, grass-knot, charge-beam, telekinesis, round, echoed-voice, stored-power, ally-switch, heal-pulse, incinerate, retaliate, bestow, bulldoze, work-up, wild-charge, disarming-voice, draining-kiss, fairy-wind, confide, electric-terrain, dazzling-gleam, baby-doll-eyes, power-up-punch, laser-focus, stomping-tantrum, life-dew, tera-blast, snowscape, trailblaze, chilling-water",250,5,5,35,105,50
114,tangela,87,10,350,grass,"chlorophyll, leaf-guard, regenerator","swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, take-down, double-edge, hyper-beam, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, confusion, rage, mimic, double-team, reflect, bide, skull-bash, constrict, amnesia, flash, rest, substitute, thief, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, sweet-scent, synthesis, hidden-power, sunny-day, psych-up, ancient-power, rock-smash, facade, nature-power, ingrain, knock-off, endeavor, secret-power, tickle, bullet-seed, shock-wave, wake-up-slap, natural-gift, wring-out, power-swap, worry-seed, seed-bomb, energy-ball, giga-impact, leaf-storm, power-whip, captivate, grass-knot, double-hit, rage-powder, acid-spray, round, grassy-terrain, confide, infestation, grassy-glide",65,55,115,100,40,60
115,kangaskhan,172,22,800,normal,"early-bird, scrappy, inner-focus","pound, comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, cut, stomp, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, leer, bite, growl, roar, disable, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, focus-energy, bide, fire-blast, skull-bash, dizzy-punch, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, mud-slap, zap-cannon, foresight, icy-wind, outrage, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, whirlpool, beat-up, fake-out, uproar, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, crush-claw, rock-tomb, aerial-ace, covet, shock-wave, water-pulse, hammer-arm, natural-gift, assurance, fling, trump-card, last-resort, sucker-punch, aqua-tail, drain-punch, focus-blast, giga-impact, avalanche, shadow-claw, rock-climb, captivate, double-hit, round, chip-away, circle-throw, incinerate, retaliate, bulldoze, work-up, confide, power-up-punch, terrain-pulse",105,95,80,40,80,90
116,horsea,59,4,80,water,"swift-swim, sniper, damp","razor-wind, headbutt, take-down, double-edge, leer, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, dragon-rage, toxic, agility, rage, mimic, double-team, smokescreen, focus-energy, bide, waterfall, swift, skull-bash, bubble, splash, rest, substitute, snore, curse, flail, protect, octazooka, icy-wind, outrage, endure, swagger, attract, sleep-talk, return, frustration, dragon-breath, hidden-power, twister, rain-dance, whirlpool, hail, facade, secret-power, dive, weather-ball, signal-beam, muddy-water, bounce, dragon-dance, water-pulse, brine, natural-gift, dragon-pulse, flash-cannon, captivate, round, clear-smog, scald, confide, laser-focus, liquidation, scale-shot, flip-turn, tera-blast, chilling-water",30,40,70,70,25,60
117,seadra,154,12,250,water,"poison-point, sniper, damp","headbutt, take-down, double-edge, leer, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, toxic, agility, rage, mimic, double-team, smokescreen, focus-energy, bide, waterfall, swift, skull-bash, bubble, splash, rest, substitute, snore, curse, flail, protect, scary-face, icy-wind, outrage, endure, swagger, attract, sleep-talk, return, frustration, dragon-breath, hidden-power, twister, rain-dance, whirlpool, hail, facade, secret-power, dive, weather-ball, signal-beam, muddy-water, bounce, dragon-dance, water-pulse, brine, natural-gift, dragon-pulse, giga-impact, flash-cannon, captivate, round, clear-smog, scald, confide, laser-focus, liquidation, scale-shot, flip-turn, tera-blast, snowscape, chilling-water",55,65,95,95,45,85
118,goldeen,64,6,150,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill, body-slam, take-down, double-edge, tail-whip, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, peck, toxic, agility, quick-attack, rage, mimic, double-team, haze, bide, waterfall, swift, skull-bash, rest, substitute, snore, curse, flail, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, hidden-power, rain-dance, whirlpool, hail, facade, knock-off, secret-power, dive, mud-sport, signal-beam, muddy-water, bounce, mud-shot, water-sport, water-pulse, natural-gift, acupressure, aqua-ring, poison-jab, aqua-tail, captivate, soak, round, scald, drill-run, confide, throat-chop, smart-strike, scale-shot, flip-turn",45,67,60,35,50,63
119,seaking,158,13,390,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill, body-slam, take-down, double-edge, tail-whip, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, peck, toxic, agility, quick-attack, rage, mimic, double-team, bide, waterfall, swift, skull-bash, rest, substitute, snore, curse, flail, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, hidden-power, rain-dance, whirlpool, hail, facade, knock-off, secret-power, dive, signal-beam, muddy-water, bounce, mud-shot, water-sport, water-pulse, natural-gift, aqua-ring, poison-jab, aqua-tail, giga-impact, captivate, soak, round, scald, drill-run, confide, throat-chop, smart-strike, scale-shot, flip-turn",80,92,65,65,80,68
120,staryu,68,8,345,water,"illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, aurora-beam, thunderbolt, thunder-wave, thunder, toxic, psychic, rage, teleport, mimic, double-team, recover, harden, minimize, confuse-ray, barrier, light-screen, reflect, bide, waterfall, swift, skull-bash, flash, psywave, rest, tri-attack, substitute, snore, curse, protect, zap-cannon, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, rapid-spin, hidden-power, twister, rain-dance, psych-up, whirlpool, hail, facade, magic-coat, recycle, secret-power, dive, camouflage, cosmic-power, signal-beam, water-pulse, gravity, gyro-ball, brine, natural-gift, power-gem, flash-cannon, round, scald, reflect-type, confide, dazzling-gleam, flip-turn",30,45,55,70,55,85
121,starmie,182,11,800,"water, psychic","illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, thunderbolt, thunder-wave, thunder, toxic, psychic, agility, rage, teleport, mimic, double-team, recover, harden, minimize, confuse-ray, light-screen, reflect, bide, waterfall, swift, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, zap-cannon, icy-wind, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, rapid-spin, hidden-power, twister, rain-dance, psych-up, whirlpool, hail, facade, trick, magic-coat, recycle, skill-swap, secret-power, dive, cosmic-power, signal-beam, water-pulse, gravity, gyro-ball, brine, natural-gift, power-gem, giga-impact, avalanche, psycho-cut, flash-cannon, trick-room, grass-knot, wonder-room, psyshock, telekinesis, round, ally-switch, scald, confide, dazzling-gleam, spotlight, expanding-force, meteor-beam, flip-turn",60,75,85,100,85,115
122,mr-mime,161,13,545,"psychic, fairy","soundproof, filter, technician","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, psybeam, hyper-beam, submission, counter, seismic-toss, solar-beam, thunderbolt, thunder-wave, thunder, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, mimic, double-team, confuse-ray, barrier, light-screen, reflect, bide, metronome, skull-bash, dream-eater, flash, psywave, rest, substitute, thief, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, fake-out, uproar, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, skill-swap, snatch, secret-power, teeter-dance, tickle, signal-beam, aerial-ace, iron-defense, covet, magical-leaf, calm-mind, shock-wave, wake-up-slap, natural-gift, payback, fling, copycat, power-swap, guard-swap, sucker-punch, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wide-guard, power-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, stored-power, quick-guard, ally-switch, misty-terrain, confide, mystical-fire, dazzling-gleam, infestation, power-up-punch, psychic-terrain, expanding-force",40,45,65,100,120,90
123,scyther,100,15,560,"bug, flying","swarm, technician, steadfast","razor-wind, swords-dance, cut, wing-attack, headbutt, take-down, double-edge, leer, hyper-beam, counter, toxic, agility, quick-attack, rage, mimic, double-team, light-screen, focus-energy, bide, swift, skull-bash, rest, slash, substitute, thief, snore, curse, reversal, protect, scary-face, detect, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, rock-smash, facade, helping-hand, brick-break, knock-off, secret-power, air-cutter, silver-wind, aerial-ace, roost, natural-gift, feint, tailwind, u-turn, close-combat, assurance, night-slash, air-slash, x-scissor, bug-buzz, vacuum-wave, giga-impact, psycho-cut, defog, cross-poison, captivate, bug-bite, double-hit, ominous-wind, round, quick-guard, acrobatics, struggle-bug, confide, laser-focus, lunge, brutal-swing, skitter-smack, dual-wingbeat, tera-blast, pounce, trailblaze",70,110,80,55,80,105
124,jynx,159,14,406,"ice, psychic","oblivious, forewarn, dry-skin","pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, sing, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, toxic, confusion, psychic, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, metronome, lick, skull-bash, dream-eater, lovely-kiss, flash, psywave, rest, substitute, thief, nightmare, snore, curse, powder-snow, protect, sweet-kiss, mud-slap, perish-song, icy-wind, endure, charm, swagger, mean-look, attract, sleep-talk, heal-bell, return, frustration, dynamic-punch, encore, sweet-scent, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, hail, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, skill-swap, secret-power, hyper-voice, fake-tears, signal-beam, icicle-spear, covet, calm-mind, water-pulse, wake-up-slap, natural-gift, payback, fling, wring-out, copycat, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, avalanche, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, frost-breath, heart-stamp, draining-kiss, confide, power-up-punch, psychic-terrain, aurora-veil, expanding-force, triple-axel",65,50,35,115,95,95
125,electabuzz,172,11,300,electric,"static, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, leer, hyper-beam, submission, low-kick, counter, seismic-toss, strength, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, psychic, quick-attack, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, metronome, swift, skull-bash, flash, psywave, rest, substitute, thief, snore, curse, protect, mud-slap, zap-cannon, detect, endure, swagger, spark, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, cross-chop, rain-dance, rock-smash, uproar, facade, focus-punch, follow-me, charge, taunt, helping-hand, brick-break, knock-off, secret-power, metal-sound, signal-beam, bulk-up, covet, shock-wave, hammer-arm, natural-gift, feint, fling, magnet-rise, focus-blast, giga-impact, rock-climb, discharge, captivate, charge-beam, electro-ball, low-sweep, round, volt-switch, electroweb, wild-charge, dual-chop, confide, eerie-impulse, electric-terrain, power-up-punch, rising-voltage, tera-blast, trailblaze, supercell-slam",65,83,57,95,85,105
126,magmar,173,13,445,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, submission, low-kick, counter, seismic-toss, strength, fire-spin, toxic, psychic, rage, teleport, mimic, screech, double-team, smokescreen, confuse-ray, focus-energy, bide, metronome, smog, fire-blast, skull-bash, poison-gas, psywave, rest, substitute, thief, flame-wheel, snore, curse, protect, mach-punch, scary-face, feint-attack, belly-drum, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, cross-chop, sunny-day, rock-smash, uproar, heat-wave, will-o-wisp, facade, focus-punch, follow-me, taunt, helping-hand, brick-break, knock-off, secret-power, overheat, covet, natural-gift, fling, power-swap, flare-blitz, poison-jab, focus-blast, giga-impact, rock-climb, lava-plume, captivate, flame-burst, flame-charge, low-sweep, acid-spray, round, clear-smog, incinerate, dual-chop, heat-crash, belch, confide, power-up-punch, burning-jealousy, scorching-sands, tera-blast, temper-flare",65,95,57,100,85,93
127,pinsir,175,15,550,bug,"hyper-cutter, mold-breaker, moxie","vice-grip, guillotine, swords-dance, cut, bind, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, hyper-beam, submission, seismic-toss, strength, string-shot, earthquake, dig, toxic, quick-attack, rage, mimic, double-team, harden, focus-energy, bide, rest, rock-slide, slash, substitute, thief, snore, curse, flail, reversal, protect, feint-attack, outrage, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, vital-throw, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, iron-defense, bulk-up, natural-gift, feint, close-combat, fling, me-first, x-scissor, focus-blast, giga-impact, rock-climb, stone-edge, captivate, stealth-rock, bug-bite, double-hit, smack-down, storm-throw, round, struggle-bug, bulldoze, confide, high-horsepower, throat-chop, brutal-swing",65,125,100,55,70,85
128,tauros,172,14,884,normal,"intimidate, anger-point, sheer-force","stomp, headbutt, horn-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, tail-whip, leer, flamethrower, surf, ice-beam, blizzard, hyper-beam, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, focus-energy, bide, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, zap-cannon, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, megahorn, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, uproar, facade, helping-hand, role-play, revenge, endeavor, secret-power, rock-tomb, shock-wave, water-pulse, natural-gift, close-combat, payback, assurance, giga-impact, zen-headbutt, rock-climb, iron-head, stone-edge, captivate, round, incinerate, retaliate, bulldoze, work-up, wild-charge, confide, high-horsepower, throat-chop, smart-strike, stomping-tantrum, lash-out, tera-blast, raging-bull, trailblaze",75,100,95,40,70,110
129,magikarp,40,9,100,water,"swift-swim, rattled","tackle, hydro-pump, splash, flail, bounce",20,10,55,15,20,80
130,gyarados,189,65,2350,"water, flying","intimidate, moxie","bind, headbutt, tackle, body-slam, take-down, thrash, double-edge, leer, bite, roar, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, strength, dragon-rage, thunderbolt, thunder-wave, thunder, earthquake, toxic, rage, mimic, double-team, reflect, focus-energy, bide, fire-blast, waterfall, skull-bash, splash, rest, substitute, snore, curse, flail, spite, protect, scary-face, zap-cannon, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, crunch, rock-smash, whirlpool, uproar, hail, torment, facade, taunt, helping-hand, endeavor, secret-power, dive, muddy-water, bounce, dragon-dance, water-pulse, brine, natural-gift, payback, dark-pulse, aqua-tail, dragon-pulse, giga-impact, avalanche, ice-fang, power-whip, iron-head, stone-edge, captivate, round, scald, incinerate, bulldoze, dragon-tail, hurricane, confide, brutal-swing, scale-shot, lash-out, tera-blast, chilling-water, dragon-cheer, temper-flare",95,125,79,60,100,81
131,lapras,187,25,2200,"water, ice","water-absorb, shell-armor, hydration","headbutt, horn-drill, body-slam, take-down, double-edge, growl, roar, sing, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, solar-beam, dragon-rage, thunderbolt, thunder, earthquake, fissure, toxic, psychic, rage, mimic, double-team, confuse-ray, haze, reflect, bide, waterfall, skull-bash, dream-eater, psywave, rest, substitute, nightmare, snore, curse, protect, zap-cannon, foresight, perish-song, icy-wind, outrage, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, megahorn, dragon-breath, iron-tail, hidden-power, rain-dance, ancient-power, future-sight, rock-smash, whirlpool, hail, facade, helping-hand, refresh, secret-power, dive, hyper-voice, weather-ball, tickle, signal-beam, sheer-cold, muddy-water, icicle-spear, block, dragon-dance, shock-wave, water-pulse, brine, natural-gift, aqua-tail, dragon-pulse, giga-impact, avalanche, ice-shard, zen-headbutt, iron-head, captivate, round, echoed-voice, bulldoze, frost-breath, drill-run, freeze-dry, disarming-voice, confide, sparkling-aria, smart-strike, liquidation, body-press, life-dew, tera-blast, snowscape, chilling-water, dragon-cheer, alluring-voice, psychic-noise",130,85,80,85,95,60
132,ditto,101,3,40,normal,"limber, imposter",transform,48,48,48,48,48,48
133,eevee,65,3,65,normal,"run-away, adaptability, anticipation","pay-day, double-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, roar, dig, toxic, quick-attack, rage, mimic, double-team, reflect, focus-energy, bide, swift, skull-bash, rest, substitute, snore, curse, flail, protect, mud-slap, detect, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, facade, helping-hand, wish, yawn, refresh, secret-power, hyper-voice, weather-ball, fake-tears, tickle, covet, calm-mind, natural-gift, trump-card, copycat, last-resort, captivate, synchronoise, round, echoed-voice, stored-power, retaliate, work-up, confide, baby-doll-eyes, laser-focus, tera-blast, trailblaze, alluring-voice",55,55,50,45,65,55
134,vaporeon,184,10,290,water,"water-absorb, hydration","pay-day, double-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, roar, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, dig, toxic, quick-attack, rage, mimic, double-team, haze, reflect, focus-energy, bide, waterfall, swift, skull-bash, bubble, acid-armor, rest, substitute, snore, curse, protect, mud-slap, icy-wind, detect, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, hail, facade, helping-hand, yawn, secret-power, dive, hyper-voice, weather-ball, fake-tears, signal-beam, muddy-water, covet, calm-mind, water-pulse, brine, natural-gift, copycat, last-resort, aqua-ring, aqua-tail, giga-impact, captivate, round, echoed-voice, stored-power, scald, retaliate, work-up, confide, baby-doll-eyes, laser-focus, liquidation, flip-turn, tera-blast, trailblaze, chilling-water, alluring-voice",130,65,60,110,95,65
135,jolteon,184,8,245,electric,"volt-absorb, quick-feet","pay-day, double-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, pin-missile, bite, growl, roar, hyper-beam, strength, thunder-shock, thunderbolt, thunder-wave, thunder, dig, toxic, agility, quick-attack, rage, mimic, double-team, light-screen, reflect, focus-energy, bide, swift, skull-bash, flash, rest, substitute, snore, curse, protect, mud-slap, zap-cannon, detect, endure, charm, false-swipe, swagger, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, facade, charge, helping-hand, yawn, secret-power, hyper-voice, weather-ball, fake-tears, metal-sound, signal-beam, covet, calm-mind, shock-wave, natural-gift, copycat, last-resort, magnet-rise, giga-impact, thunder-fang, discharge, captivate, charge-beam, electro-ball, round, echoed-voice, stored-power, retaliate, volt-switch, work-up, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, baby-doll-eyes, laser-focus, rising-voltage, tera-blast, trailblaze, alluring-voice",65,65,60,110,95,130
136,flareon,184,9,250,fire,"flash-fire, guts","pay-day, double-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, leer, bite, growl, roar, ember, flamethrower, hyper-beam, strength, fire-spin, dig, toxic, quick-attack, rage, mimic, double-team, reflect, focus-energy, bide, smog, fire-blast, swift, skull-bash, rest, substitute, snore, curse, protect, scary-face, mud-slap, zap-cannon, detect, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, superpower, yawn, endeavor, secret-power, hyper-voice, weather-ball, fake-tears, overheat, covet, calm-mind, natural-gift, copycat, last-resort, flare-blitz, giga-impact, fire-fang, lava-plume, captivate, flame-charge, round, echoed-voice, stored-power, incinerate, retaliate, work-up, confide, mystical-fire, baby-doll-eyes, laser-focus, burning-jealousy, scorching-sands, tera-blast, trailblaze, alluring-voice, temper-flare",65,130,60,95,110,65
137,porygon,79,8,365,normal,"trace, download, analytic","headbutt, tackle, take-down, double-edge, ice-beam, blizzard, psybeam, hyper-beam, solar-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, psychic, agility, rage, teleport, mimic, double-team, recover, barrier, reflect, bide, swift, skull-bash, dream-eater, flash, psywave, rest, sharpen, conversion, tri-attack, substitute, thief, nightmare, snore, curse, conversion-2, protect, zap-cannon, icy-wind, lock-on, endure, swagger, spark, sleep-talk, return, frustration, pain-split, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, facade, charge, trick, magic-coat, recycle, secret-power, signal-beam, aerial-ace, shock-wave, gravity, natural-gift, power-swap, guard-swap, last-resort, magnet-rise, giga-impact, zen-headbutt, trick-room, discharge, charge-beam, wonder-room, psyshock, telekinesis, foul-play, round, ally-switch, electroweb, confide, eerie-impulse, speed-swap, tera-blast",65,60,70,85,75,40
138,omanyte,71,4,75,"rock, water","swift-swim, shell-armor, weak-armor","bind, slam, sand-attack, headbutt, horn-attack, body-slam, take-down, double-edge, leer, bite, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, rock-throw, toxic, rage, mimic, double-team, withdraw, haze, reflect, bide, waterfall, spike-cannon, constrict, rest, rock-slide, substitute, thief, snore, curse, protect, spikes, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, knock-off, secret-power, dive, rock-tomb, tickle, muddy-water, iron-defense, mud-shot, rock-blast, water-pulse, gyro-ball, brine, natural-gift, wring-out, toxic-spikes, rock-polish, earth-power, captivate, stealth-rock, smack-down, round, scald, shell-smash, reflect-type, confide, meteor-beam",35,40,100,90,55,35
